sku_interno,producto,marca,metros_totales,retailer,url,categoria,subcategoria,rollos,metros_rollo
TC-141,Confort Doble Hoja 45 m 4 un,Confort,180,acuenta,https://www.acuenta.cl/p/papel-higienico-confort-doble-hoja-45m-x4-4-un-confort-4938078,Papel Higienico,Doble Hoja,4,45
TC-142,Noble Doble Hoja 32 m 6 un,Noble,192,acuenta,https://www.acuenta.cl/p/papel-higienico-doble-hoja-32-m-6-un-noble-883368,Papel Higienico,Doble Hoja,6,32
TC-143,Lider Doble Hoja 50 m 12 un,Lider,600,acuenta,https://www.acuenta.cl/p/papel-higienico-doble-hoja-50-m-12-un-lider-1020215,Papel Higienico,Doble Hoja,12,50
TC-144,Elite Doble Hoja Ultra 50 m 8 un,Elite,400,acuenta,https://www.acuenta.cl/p/papel-higienico-doble-hoja-ultra-50-mts-8-un-marca-elite-475492,Papel Higienico,Doble Hoja,8,50
TC-145,Lider Familiar Doble Hoja 22 m 40 un,Lider,880,knasta,https://knasta.cl/detail/lider_supermercado/00780465334132/papel-higienico-familiar-doble-hoja-22-m-40-un-lider,Papel Higienico,Doble Hoja,40,22
TC-146,Elite Doble Hoja 45 m 4 un,Elite,180,knasta,https://knasta.cl/detail/lider_supermercado/00780650050779/papel-higienico-doble-hoja-45-metros-4-un-elite,Papel Higienico,Doble Hoja,4,45
TC-147,Confort Rendiplus Doble Hoja 27 m 18 un,Confort,486,knasta,https://knasta.cl/detail/lider_supermercado/00780650050864/papel-higienico-rendiplus-doble-hoja-27-m-18-un-confort,Papel Higienico,Doble Hoja,18,27
TC-148,Favorita Doble Hoja 22 m 24 un,Favorita,528,knasta,https://knasta.cl/detail/lider_supermercado/00780654000929/papel-higienico-doble-hoja-22-m-24-un-favorita,Papel Higienico,Doble Hoja,24,22
TC-149,Elite Doble Hoja Ultra 40 m 18 un,Elite,720,knasta,https://knasta.cl/detail/lider_supermercado/00780650050997/papel-higienico-doble-hoja-ultra-40-m-18-un-elite,Papel Higienico,Doble Hoja,18,40
TC-150,Confort Mega Doble Hoja 50 m 12 un,Confort,600,knasta,https://knasta.cl/detail/lider_supermercado/00780650050723/papel-higienico-mega-doble-hoja-50-m-12-un-confort,Papel Higienico,Doble Hoja,12,50
TC-151,Confort Doble Hoja 20 m 4 un,Confort,80,knasta,https://knasta.cl/detail/lider_supermercado/00780650050694/papel-higienico-doble-hoja-20-metros-4-un-confort,Papel Higienico,Doble Hoja,4,20
TC-152,Favorita Acolchado Doble Hoja 22 m 40 un,Favorita,880,knasta,https://knasta.cl/detail/lider_supermercado/00780654000975/papel-higienico-acolchado-doble-hoja-22-m-40-un-favorita,Papel Higienico,Doble Hoja,40,22
TC-153,Favorita Soft Care Doble Hoja 50 m 12 un,Favorita,600,knasta,https://knasta.cl/detail/lider_supermercado/00780654001010/papel-higienico-soft-care-doble-hoja-50-metros-12-un-favorita,Papel Higienico,Doble Hoja,12,50
TC-154,Lider Una Hoja 100 m 8 un,Lider,800,knasta,https://knasta.cl/detail/lider_supermercado/00780650053132/papel-higienico-una-hoja-100-m-8-un-lider,Papel Higienico,Hoja Simple,8,100
TC-155,Noble Doble Hoja 32 m 6 un,Noble,192,knasta,https://knasta.cl/detail/lider_supermercado/00780650050878/papel-higienico-doble-hoja-32-m-6-un-noble,Papel Higienico,Doble Hoja,6,32
TC-156,Elite Ultra Doble Hoja 50 m 12 un,Elite,600,knasta,https://knasta.cl/detail/lider_supermercado/00780650050984/papel-higienico-ultra-doble-hoja-50-m-12-un-elite,Papel Higienico,Doble Hoja,12,50
TC-157,Lider Superior Doble Hoja 50 m 12 un,Lider,600,knasta,https://knasta.cl/detail/lider_supermercado/00780465334114/papel-higienico-superior-doble-hoja-50-m-12-un-lider,Papel Higienico,Doble Hoja,12,50
TC-158,Confort Doble Hoja 30 m 8 un,Confort,240,knasta,https://knasta.cl/detail/lider_supermercado/00780650050879/papel-higienico-doble-hoja-30-m-8-un-confort,Papel Higienico,Doble Hoja,8,30
TC-159,Scott Rindemax Doble Hoja 50 m 12 un,Scott,600,knasta,https://knasta.cl/detail/lider_supermercado/00775149301137/papel-higienico-rindemax-doble-hoja-50-metros-12-unidades-scott,Papel Higienico,Doble Hoja,12,50
TC-160,Lider Doble Hoja 50 m 12 un,Lider,600,knasta,https://knasta.cl/detail/lider_supermercado/00780465334117/papel-higienico-doble-hoja-50-m-12-un-lider,Papel Higienico,Doble Hoja,12,50
TC-161,Scott Protect Care Doble Hoja 22 m 16 un,Scott,352,knasta,https://knasta.cl/detail/lider_supermercado/00775149301041/papel-higienico-protect-care-doble-hoja-22-metros-16-un-scott,Papel Higienico,Doble Hoja,16,22
TC-162,Elite Soft & Strong Triple Hoja 40 m 12 un,Elite,480,knasta,https://knasta.cl/detail/lider_supermercado/00780650051230/papel-higienico-soft-and-strong-triple-hoja-40-m-12-un-elite,Papel Higienico,Triple Hoja,12,40
TC-163,Scott Rindemax Doble Hoja 22 m 16 un,Scott,352,knasta,https://knasta.cl/detail/lider_supermercado/00780960401947/papel-higienico-rindemax-doble-hoja-22-metros-16-un-scott,Papel Higienico,Doble Hoja,16,22
TC-164,Favorita Soft Care Doble Hoja 50 m 4 un,Favorita,200,knasta,https://knasta.cl/detail/lider_supermercado/00780654000988/papel-higienico-soft-care-doble-hoja-50-m-4-un-favorita,Papel Higienico,Doble Hoja,4,50
TC-165,Elite Ultra Suave Doble Hoja 25 m 12 un,Elite,300,knasta,https://knasta.cl/detail/lider_supermercado/00780650050839/papel-higienico-ultra-suave-doble-hoja-25-m-12-un-elite,Papel Higienico,Doble Hoja,12,25
TC-166,Confort Doble Hoja 22 m 4 un,Confort,88,alvi,https://www.alvi.cl/product/papel-higienico-doble-hoja-4-un-de-22-m,Papel Higienico,Doble Hoja,4,22
TC-167,Noble Doble Hoja 23 m 4 un,Noble,92,alvi,https://www.alvi.cl/product/ph-doble-hoja-noble-23mx4-mt,Papel Higienico,Doble Hoja,4,23
TC-168,Favorita Acolchado Doble Hoja 22 m 4 un,Favorita,88,alvi,https://www.alvi.cl/product/papel-higienico-favorita-acolchado-doble-hoja-4-un-de-22-m,Papel Higienico,Doble Hoja,4,22
TC-169,Confort Doble Hoja 22 m 40 un,Confort,880,alvi,https://www.alvi.cl/product/papel-hig-dh-confort-22mtx40,Papel Higienico,Doble Hoja,40,22
TC-170,Ovella Doble Hoja 50 m 4 un,Ovella,200,alvi,https://www.alvi.cl/product/papel-hig-dh-ovella-50mtx4-2,Papel Higienico,Doble Hoja,4,50
TC-171,Ovella Doble Hoja 22 m 4 un,Ovella,88,alvi,https://www.alvi.cl/product/papel-hig-dh-ovella-22mtx4-2,Papel Higienico,Doble Hoja,4,22
TC-172,Scott Rindemax Doble Hoja 22 m 6 un,Scott,132,alvi,https://www.alvi.cl/product/papel-higienico-rindemax-doble-hoja-6-un-de-30-m,Papel Higienico,Doble Hoja,6,22
TC-173,Nubelin Premium Doble Hoja 40 m 18 un,Nubelin,720,alvi,https://www.alvi.cl/product/papel-higienico-nubelin-premium-doble-hoja-18-un-de-40-m,Papel Higienico,Doble Hoja,18,40
TC-174,Nubelin Doble Hoja 22 m 24 un,Nubelin,528,alvi,https://www.alvi.cl/product/papel-hig-dh-nubelin-22mtx24,Papel Higienico,Doble Hoja,24,22
TC-175,Favorita Sensación Doble Hoja 22 m 4 un,Favorita,88,alvi,https://www.alvi.cl/product/papel-hig-sensacion-dh-favorita-4x22mt,Papel Higienico,Doble Hoja,4,22
TC-176,Confort Una Hoja Familiar 120 m 8 un,Confort,960,alvi,https://www.alvi.cl/product/papel-hig-familiar-uh-confort-120mtx8-2,Papel Higienico,Hoja Simple,8,120
TC-177,Confort Rendiplus Doble Hoja 27 m 12 un,Confort,324,alvi,https://www.alvi.cl/product/papel-hig-rendiplus-dh-confort-27mtx12-2,Papel Higienico,Doble Hoja,12,27
TC-178,Confort Doble Hoja 40 m 8 un,Confort,320,alvi,https://www.alvi.cl/product/papel-hig-super-dh-confort-40mtx8,Papel Higienico,Doble Hoja,8,40
TC-179,Ovella Doble Hoja 30 m 4 un,Ovella,120,alvi,https://www.alvi.cl/product/papel-hig-dh-ovella-30mtx4-2,Papel Higienico,Doble Hoja,4,30
TC-180,Swan Rendidor Doble Hoja 20 m 4 un,Swan,80,alvi,https://www.alvi.cl/product/papel-hig-rendidor-dh-swan-20mtx4-2,Papel Higienico,Doble Hoja,4,20
TC-181,Confort Doble Hoja 30 m 4 un,Confort,120,alvi,https://www.alvi.cl/product/papel-higienico-confort-doble-hoja-4-un-30-m,Papel Higienico,Doble Hoja,4,30
TC-182,Swan Rendidor Doble Hoja 20 m 6 un,Swan,120,alvi,https://www.alvi.cl/product/papel-hig-rendidor-dh-swan-20mtx6-2,Papel Higienico,Doble Hoja,6,20
TC-183,Elite Ultra Doble Hoja 25 m 4 un,Elite,100,alvi,https://www.alvi.cl/product/papel-higienico-ultra-doble-hoja-4-un-de-25-m,Papel Higienico,Doble Hoja,4,25
TC-184,Confort Max Una Hoja 100 m 4 un,Confort,400,alvi,https://www.alvi.cl/product/papel-higienico-max-100mt-x-4,Papel Higienico,Hoja Simple,4,100
TC-185,Confort Doble Hoja 25 m 24 un,Confort,600,alvi,https://www.alvi.cl/product/papel-higienico-confort-doble-hoja-24-rollos-de-25-m,Papel Higienico,Doble Hoja,24,25
TC-186,Elite Ultra Doble Hoja 50 m 4 un,Elite,200,alvi,https://www.alvi.cl/product/papel-higienico-elite-ultra-doble-hoja-4-un-50-m,Papel Higienico,Doble Hoja,4,50
TC-187,Confort Una Hoja 50 m 12 un,Confort,600,alvi,https://www.alvi.cl/product/papel-higienico-una-hoja-12-un-de-50-m,Papel Higienico,Hoja Simple,12,50
TC-188,Nubelin Doble Hoja 50 m 12 un,Nubelin,600,alvi,https://www.alvi.cl/product/papel-hig-dh-nubelin-12x50-mt,Papel Higienico,Doble Hoja,12,50
TC-189,Favorita Sensación Doble Hoja 22 m 6 un,Favorita,132,alvi,https://www.alvi.cl/product/papel-hig-sensacion-dh-favorita-6x22mt,Papel Higienico,Doble Hoja,6,22
TC-190,Scott Rindemax Astro Doble Hoja 21 m 4 un,Scott,84,alvi,https://www.alvi.cl/product/papel-higienico-rindemax-4-rollos-de-22-m,Papel Higienico,Doble Hoja,4,21
TC-191,Scott Aromas Doble Hoja 22 m 6 un,Scott,132,alvi,https://www.alvi.cl/product/papel-higienico-scott-aromas-6-un-22-m,Papel Higienico,Doble Hoja,6,22
TC-192,Elite Ultra Doble Hoja 50 m 8 un,Elite,400,alvi,https://www.alvi.cl/product/papel-higienico-elite-ultra-doble-hoja-8-un-50-m,Papel Higienico,Doble Hoja,8,50
TC-193,Nubelin Doble Hoja 24 m 4 un,Nubelin,96,alvi,https://www.alvi.cl/product/papel-hig-dh-nubelin-24mtx4,Papel Higienico,Doble Hoja,4,24
TC-194,Noble Doble Hoja 22 m 40 un,Noble,880,alvi,https://www.alvi.cl/product/papel-hig-dh-noble-22mtx40-2,Papel Higienico,Doble Hoja,40,22
TC-195,Favorita Sensación Doble Hoja 22 m 40 un,Favorita,880,alvi,https://www.alvi.cl/product/papel-hig-sensacion-dh-favorita-22mtx40-2,Papel Higienico,Doble Hoja,40,22
TC-196,Nubelin Doble Hoja 22 m 40 un,Nubelin,880,alvi,https://www.alvi.cl/product/papel-higienico-nubelin-doble-hoja-40-un-de-22-m,Papel Higienico,Doble Hoja,40,22
TC-197,Nova Clásica Doble Hoja 12 m 3 un,Nova,36,unimarc,https://www.unimarc.cl/product/toalla-papel-clasica-dh-nova-3x12-mt,Toalla de Papel,Doble Hoja,3,12
TC-198,Nubelin Doble Hoja 14 m 2 un,Nubelin,28,unimarc,https://www.unimarc.cl/product/toalla-papel-dh-nubelin-14mtx2,Toalla de Papel,Doble Hoja,2,14
TC-199,Nova Ultra Absorb Mega Rollo 26 m 2 un,Nova,52,unimarc,https://www.unimarc.cl/product/toalla-papel-megarollo-ultra-nova-2x26mt,Toalla de Papel,Doble Hoja,2,26
